30-07-2022;22:28:39;Soft Simple;1;5500;5500;;;;;;;;;;;;;;;;;;;;;;;;;1;5500;5500;0
30-07-2022;22:29:38;Soft Doble;1;1200;1200;;;;;;;;;;;;;;;;;;;;;;;;;1;1200;1200;0
30-07-2022;22:59:17;Soft Simple;1;5500;5500;;;;;;;;;;;;;;;;;;;;;;;;;1;5500;5500;0
